id,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat,class
4955,x,y,n,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,g,0
4956,x,y,g,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,k,v,d,0
4957,x,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,u,1
4958,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,y,d,0
4959,x,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,y,d,0
4960,f,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,0
4961,f,f,g,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,y,d,0
4962,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
4963,x,s,w,f,c,f,c,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,1
4964,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,n,v,g,1
4965,x,y,g,t,n,f,c,b,w,t,b,s,s,w,g,p,w,o,p,n,y,d,0
4966,f,f,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,d,1
4967,b,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,n,o,p,b,c,l,0
4968,x,f,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,n,v,d,0
4969,x,f,n,f,n,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,u,0
4970,x,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
4971,x,f,g,f,n,f,w,b,w,e,?,k,k,w,w,p,w,t,p,w,n,g,0
4972,x,y,n,f,f,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,l,1
4973,x,f,g,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,y,p,1
4974,k,s,e,f,y,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
4975,f,s,p,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0
4976,k,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,d,1
4977,x,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1
4978,b,y,y,f,n,f,w,n,w,e,c,y,y,y,y,p,y,o,e,w,c,l,1
4979,f,s,w,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,g,1
4980,f,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,y,p,1
4981,f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1
4982,f,s,g,t,f,f,c,b,h,t,b,f,f,w,w,p,w,o,p,h,s,u,1
4983,x,f,e,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0
4984,x,f,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,v,g,1
4985,x,y,e,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0
4986,f,s,n,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,p,1
4987,f,f,g,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,y,d,0
4988,x,y,n,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d,0
4989,f,s,b,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,u,1
4990,f,y,n,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1
4991,x,s,b,t,f,f,c,b,h,t,b,s,s,w,w,p,w,o,p,h,s,g,1
4992,f,f,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,k,v,d,0
4993,b,s,g,f,n,f,w,b,g,e,?,k,s,w,w,p,w,t,p,w,s,g,0
4994,x,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,1
4995,x,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1
4996,x,y,w,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
4997,f,s,g,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
4998,x,y,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1
4999,f,s,n,f,s,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
5000,x,f,w,f,n,f,w,b,k,t,e,f,s,w,w,p,w,o,e,k,s,g,0
5001,x,s,w,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,g,1
5002,k,y,c,f,n,f,w,n,w,e,b,f,f,w,n,p,w,o,e,w,v,l,0
5003,x,y,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,g,1
5004,x,y,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,1
5005,f,f,y,f,f,f,c,b,g,e,b,k,k,n,p,p,w,o,l,h,y,g,1
5006,x,y,e,t,n,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,v,d,0
5007,x,s,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
5008,x,f,n,t,n,f,c,b,p,t,b,s,s,w,p,p,w,o,p,n,y,d,0
5009,k,y,n,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1
5010,f,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,u,1
5011,f,f,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d,1
5012,f,f,w,f,n,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,a,g,0
5013,f,y,e,t,n,f,c,b,u,t,b,s,s,w,g,p,w,o,p,n,y,d,0
5014,x,y,e,t,n,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,v,d,0
5015,f,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,d,1
5016,f,s,n,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u,1
5017,f,y,e,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5018,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,s,u,1
5019,x,f,w,f,n,f,w,b,g,e,?,s,s,w,w,p,w,t,p,w,s,g,0
5020,x,y,y,t,l,f,c,b,w,e,r,s,y,w,w,p,w,o,p,k,s,g,0
5021,x,f,y,f,f,f,c,b,g,e,b,k,k,p,b,p,w,o,l,h,y,g,1
5022,k,s,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1
5023,k,y,e,f,s,f,c,n,b,t,?,k,k,w,p,p,w,o,e,w,v,p,1
5024,f,y,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1
5025,k,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,p,1
5026,f,y,y,f,f,f,c,b,h,e,b,k,k,b,n,p,w,o,l,h,v,d,1
5027,x,s,p,t,n,f,c,b,w,e,?,s,s,w,e,p,w,t,e,w,c,w,0
5028,x,f,g,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,g,1
5029,x,y,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1
5030,x,y,g,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,1
5031,x,f,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5032,f,f,g,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
5033,x,s,n,t,p,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u,1
5034,f,y,y,f,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,d,1
5035,f,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,s,g,1
5036,f,s,n,f,f,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,d,1
5037,f,y,e,t,n,f,c,b,p,t,b,s,s,p,g,p,w,o,p,k,y,d,0
5038,x,f,n,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,y,d,0
5039,f,s,n,f,s,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,l,1
5040,b,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,s,g,0
5041,x,f,g,f,f,f,c,b,p,e,b,k,k,p,p,p,w,o,l,h,v,p,1
5042,x,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,o,o,p,o,v,l,0
5043,x,y,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1
5044,x,y,e,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,0
5045,x,s,b,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,s,u,1
5046,x,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,k,a,g,0
5047,x,y,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,k,y,d,0
5048,x,y,w,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
5049,f,y,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,v,d,1
5050,x,f,g,t,n,f,c,b,w,t,b,s,s,w,p,p,w,o,p,n,v,d,0
5051,f,f,g,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,0
5052,k,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,l,1
5053,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1
5054,x,y,e,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1
5055,b,y,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,g,0
5056,k,s,w,f,n,f,w,b,g,e,?,k,k,w,w,p,w,t,p,w,n,g,0
5057,x,y,g,t,n,f,c,b,n,t,b,s,s,p,g,p,w,o,p,k,v,d,0
5058,x,s,n,t,p,f,c,n,w,e,e,s,s,w,w,p,w,o,p,k,v,u,1
5059,x,s,w,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,k,s,g,0
5060,f,s,w,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,n,a,g,0
5061,f,y,n,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,k,v,d,0
5062,k,s,n,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
5063,f,s,n,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g,0
5064,f,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,0
5065,f,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5066,x,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
5067,x,y,n,t,p,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,s,g,1
5068,b,s,w,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
5069,x,s,e,f,f,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,l,1
5070,x,y,y,f,f,f,c,b,h,e,b,k,k,p,p,p,w,o,l,h,y,d,1
5071,x,s,n,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
5072,x,y,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,d,1
5073,x,s,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1
5074,f,f,n,t,n,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5075,f,y,g,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,d,1
5076,f,s,n,f,n,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g,0
5077,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,k,n,g,0
5078,f,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,y,p,0
5079,x,f,e,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5080,x,f,y,f,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d,1
5081,f,s,w,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,1
5082,f,f,n,t,n,f,c,b,w,t,b,s,s,g,p,p,w,o,p,n,y,d,0
5083,f,s,n,f,n,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g,0
5084,f,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,p,0
5085,x,f,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d,0
5086,x,f,y,f,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,p,1
5087,f,f,w,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
5088,x,y,y,f,f,f,c,b,h,e,b,k,k,n,p,p,w,o,l,h,y,g,1
5089,f,y,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,k,y,d,0
5090,x,y,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,p,1
5091,x,s,g,t,f,f,c,b,p,t,b,s,f,w,w,p,w,o,p,h,v,g,1
5092,k,s,w,f,n,f,w,b,w,e,?,s,s,w,w,p,w,t,p,w,n,g,0
5093,x,s,w,t,l,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,g,0
5094,k,y,e,f,f,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
5095,x,y,n,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d,0
5096,x,f,g,f,f,f,c,b,h,e,b,k,k,n,n,p,w,o,l,h,y,p,1
5097,x,f,g,f,f,f,c,b,g,e,b,k,k,b,b,p,w,o,l,h,y,g,1
5098,x,f,e,t,n,f,c,b,u,t,b,s,s,g,w,p,w,o,p,n,y,d,0
5099,f,s,n,f,n,f,w,b,k,t,e,s,s,w,w,p,w,o,e,n,s,g,0
5100,f,f,w,f,n,f,w,b,n,t,e,s,f,w,w,p,w,o,e,n,s,g,0
5101,x,s,y,t,a,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,m,0
5102,f,f,g,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
5103,f,y,y,t,a,f,c,b,w,e,r,s,y,w,w,p,w,o,p,n,y,p,0
5104,f,f,g,t,n,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,v,d,0
5105,x,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0
5106,k,s,n,t,n,f,c,b,w,e,?,s,s,e,w,p,w,t,e,w,c,w,0
5107,x,s,e,f,s,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,p,1
5108,x,s,g,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,v,d,1
5109,x,f,g,f,n,f,w,b,g,e,?,s,k,w,w,p,w,t,p,w,s,g,0
5110,x,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d,0
5111,x,y,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,n,m,0
5112,x,y,g,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,v,d,0
5113,x,s,g,t,f,f,c,b,h,t,b,s,f,w,w,p,w,o,p,h,v,g,1
5114,b,s,y,t,a,f,c,b,g,e,c,s,s,w,w,p,w,o,p,n,n,g,0
5115,k,s,e,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,p,1
5116,f,f,g,f,n,f,c,n,g,e,e,s,s,w,w,p,w,o,p,n,v,u,0
5117,x,y,y,f,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,v,p,1
5118,f,y,e,t,n,f,c,b,u,t,b,s,s,g,p,p,w,o,p,n,y,d,0
5119,f,s,e,f,y,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1
5120,x,s,g,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,n,s,g,0
5121,x,s,e,f,s,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,l,1
5122,f,f,w,f,n,f,w,b,n,t,e,s,s,w,w,p,w,o,e,n,a,g,0
5123,b,s,y,t,l,f,c,b,w,e,c,s,s,w,w,p,w,o,p,n,s,g,0
5124,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,s,g,0
5125,k,y,e,f,s,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1
5126,x,y,n,t,n,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,y,d,0
5127,x,s,e,f,s,f,c,n,b,t,?,s,k,p,p,p,w,o,e,w,v,l,1
5128,f,y,e,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0
5129,f,s,n,f,s,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
5130,k,y,n,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1
5131,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,o,o,p,y,c,l,0
5132,x,y,n,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,d,1
5133,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,n,v,l,0
5134,x,s,n,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
5135,k,y,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,p,1
5136,x,y,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,m,0
5137,f,f,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5138,x,y,y,f,f,f,c,b,p,e,b,k,k,n,b,p,w,o,l,h,v,p,1
5139,f,y,n,t,n,f,c,b,w,t,b,s,s,g,g,p,w,o,p,n,y,d,0
5140,x,s,y,t,l,f,w,n,n,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5141,k,y,n,f,f,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1
5142,x,y,c,t,n,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p,0
5143,f,y,g,t,n,f,c,b,n,t,b,s,s,w,g,p,w,o,p,n,y,d,0
5144,x,y,g,t,n,f,c,b,p,t,b,s,s,g,g,p,w,o,p,k,y,d,0
5145,f,f,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d,0
5146,x,f,g,f,n,f,w,b,p,e,?,k,s,w,w,p,w,t,p,w,n,g,0
5147,s,f,n,f,n,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,y,u,0
5148,x,f,g,f,c,f,c,n,g,e,b,s,s,w,w,p,w,o,p,n,s,d,1
5149,x,f,n,t,n,f,c,b,w,t,b,s,s,p,g,p,w,o,p,n,y,d,0
5150,x,f,y,t,l,f,w,n,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5151,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d,1
5152,f,y,e,t,n,f,c,b,u,t,b,s,s,p,g,p,w,o,p,k,y,d,0
5153,f,y,n,t,n,f,c,b,e,e,?,s,s,e,e,p,w,t,e,w,c,w,0
5154,k,y,n,f,n,f,w,n,w,e,b,s,f,w,n,p,w,o,e,w,v,l,0
5155,b,y,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,k,n,g,0
5156,x,s,n,f,n,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g,0
5157,f,s,n,f,n,a,c,b,y,e,?,s,s,o,o,p,o,o,p,y,c,l,0
5158,x,s,e,f,y,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,l,1
5159,k,s,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1
5160,x,y,e,f,y,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,p,1
5161,f,s,n,f,f,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1
5162,f,y,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,v,d,0
5163,x,y,n,f,f,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,d,1
5164,x,s,n,f,f,f,c,n,b,t,?,s,s,w,p,p,w,o,e,w,v,l,1
5165,k,s,e,f,s,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1
5166,x,f,g,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,y,d,0
5167,b,y,y,t,a,f,c,b,n,e,c,s,s,w,w,p,w,o,p,k,n,m,0
5168,x,y,n,t,n,f,c,b,u,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5169,f,f,y,t,a,f,w,n,w,t,b,s,s,w,w,p,w,o,p,u,v,d,0
5170,f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,l,1
5171,x,s,n,f,y,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,p,1
5172,f,y,g,f,f,f,c,b,g,e,b,k,k,b,p,p,w,o,l,h,v,g,1
5173,x,y,n,f,f,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
5174,x,y,e,t,n,f,c,b,p,t,b,s,s,p,w,p,w,o,p,k,y,d,0
5175,x,y,g,t,n,f,c,b,w,t,b,s,s,w,w,p,w,o,p,k,y,d,0
5176,x,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,o,c,l,0
5177,f,y,n,t,n,f,c,b,u,t,b,s,s,w,p,p,w,o,p,k,y,d,0
5178,x,y,y,t,l,f,c,b,p,e,r,s,y,w,w,p,w,o,p,n,y,p,0
5179,x,y,y,f,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,v,d,1
5180,k,y,n,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,l,1
5181,k,s,n,f,n,a,c,b,o,e,?,s,s,o,o,p,n,o,p,y,c,l,0
5182,f,y,e,t,n,f,c,b,p,t,b,s,s,g,p,p,w,o,p,n,v,d,0
5183,b,s,n,f,n,a,c,b,n,e,?,s,s,o,o,p,n,o,p,b,c,l,0
5184,f,f,n,t,n,f,c,b,u,t,b,s,s,p,p,p,w,o,p,n,y,d,0
5185,x,s,p,t,n,f,c,b,w,e,?,s,s,w,w,p,w,t,e,w,c,w,0
5186,x,f,g,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,k,y,d,0
5187,x,y,n,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,0
5188,k,y,e,f,f,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1
5189,x,f,y,f,f,f,c,b,h,e,b,k,k,b,p,p,w,o,l,h,v,d,1
5190,k,y,n,f,y,f,c,n,b,t,?,k,s,p,p,p,w,o,e,w,v,p,1
5191,f,f,y,f,n,f,c,n,w,e,?,k,y,w,y,p,w,o,e,w,v,d,1
5192,f,f,y,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,y,p,1
5193,f,f,n,f,n,f,w,b,p,t,e,s,s,w,w,p,w,o,e,k,a,g,0
5194,f,f,e,t,n,f,c,b,p,t,b,s,s,w,g,p,w,o,p,k,v,d,0
5195,f,s,e,f,s,f,c,n,b,t,?,k,s,w,w,p,w,o,e,w,v,p,1
5196,k,y,e,f,s,f,c,n,b,t,?,s,k,w,w,p,w,o,e,w,v,d,1
5197,k,s,e,f,y,f,c,n,b,t,?,s,s,p,p,p,w,o,e,w,v,l,1
5198,k,s,e,f,f,f,c,n,b,t,?,k,s,p,w,p,w,o,e,w,v,d,1
5199,x,y,e,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5200,x,s,n,f,n,f,w,b,h,t,e,f,f,w,w,p,w,o,e,k,s,g,0
5201,x,y,n,t,n,f,c,b,p,t,b,s,s,w,w,p,w,o,p,n,v,d,0
5202,f,y,e,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,l,1
5203,k,y,n,f,f,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,d,1
5204,k,y,e,f,y,f,c,n,b,t,?,s,s,p,w,p,w,o,e,w,v,d,1
5205,x,s,g,f,n,f,w,b,p,e,?,s,s,w,w,p,w,t,p,w,s,g,0
5206,x,y,n,t,n,f,c,b,p,t,b,s,s,p,p,p,w,o,p,n,y,d,0
5207,x,f,g,f,c,f,w,n,g,e,b,s,s,w,w,p,w,o,p,k,v,d,1
5208,x,f,g,f,n,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g,0
5209,f,s,e,f,y,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,l,1
5210,f,s,e,f,s,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,p,1
5211,f,f,n,f,n,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g,0
5212,f,s,b,t,n,f,c,b,w,e,?,s,s,e,e,p,w,t,e,w,c,w,0
5213,x,s,w,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g,1
5214,x,f,g,f,f,f,c,b,g,e,b,k,k,b,n,p,w,o,l,h,v,d,1
5215,f,y,e,t,n,f,c,b,u,t,b,s,s,g,g,p,w,o,p,k,v,d,0
5216,x,f,g,f,c,f,w,n,u,e,b,s,s,w,w,p,w,o,p,k,v,d,1
5217,f,y,e,f,y,f,c,n,b,t,?,s,k,p,w,p,w,o,e,w,v,d,1
5218,k,s,e,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,d,1
5219,x,y,y,t,a,f,c,b,n,e,r,s,y,w,w,p,w,o,p,k,s,g,0
5220,f,y,n,f,s,f,c,n,b,t,?,k,k,w,w,p,w,o,e,w,v,p,1
5221,x,s,n,f,f,f,c,n,b,t,?,k,k,p,w,p,w,o,e,w,v,d,1
5222,x,y,n,f,y,f,c,n,b,t,?,s,s,w,w,p,w,o,e,w,v,d,1
5223,f,f,n,f,n,f,w,b,n,t,e,f,s,w,w,p,w,o,e,k,a,g,0
5224,x,f,g,f,n,f,c,n,n,e,e,s,s,w,w,p,w,o,p,k,y,u,0
5225,f,y,g,t,n,f,c,b,w,t,b,s,s,g,w,p,w,o,p,n,v,d,0
5226,f,f,w,f,n,f,w,b,k,t,e,s,f,w,w,p,w,o,e,k,a,g,0
5227,k,s,e,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,d,1
5228,x,s,y,t,a,f,c,b,k,e,c,s,s,w,w,p,w,o,p,n,n,g,0
5229,k,y,n,f,y,f,c,n,b,t,?,k,s,w,p,p,w,o,e,w,v,l,1
5230,f,y,g,f,f,f,c,b,p,e,b,k,k,b,b,p,w,o,l,h,v,g,1
5231,f,s,g,t,f,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,s,g,1
5232,f,s,e,f,y,f,c,n,b,t,?,k,k,p,p,p,w,o,e,w,v,l,1
5233,f,y,y,f,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,p,1
5234,x,f,w,f,c,f,w,n,n,e,b,s,s,w,w,p,w,o,p,n,s,d,1
5235,f,y,g,f,f,f,c,b,h,e,b,k,k,n,b,p,w,o,l,h,v,g,1
5236,f,y,n,f,s,f,c,n,b,t,?,s,k,w,p,p,w,o,e,w,v,p,1
